iot_id,observation_type,lat,lon
13112,car,53.546469,9.888873
13116,car,53.546379,9.888871
13120,car,53.56353,9.932549
13124,car,53.56362,9.932551
13128,car,53.56344,9.932547
13132,car,53.547227,9.889734
13136,car,53.546559,9.888875
13140,car,53.550303,9.935413
13144,car,53.550213,9.935411
13148,car,53.583953,9.968739
13152,car,53.583889,9.968844
13156,car,53.584254,9.970393
13160,car,53.584318,9.970289
13164,car,53.584623,9.969223
13168,car,53.584625,9.969072
13172,car,53.583555,9.97015
13176,car,53.583617,9.970257
13180,car,53.582853,9.974636
13184,car,53.58279,9.97474
13188,car,53.547836,9.933592
13192,car,53.547746,9.93359
13200,car,53.60305,9.98902
13204,car,53.603112,9.989127
13208,car,53.603765,9.986361
13212,car,53.603702,9.986254
13216,car,53.602988,9.988912
13220,car,53.602394,9.98583
13224,car,53.60233,9.985935
13228,car,53.50538,10.090859
13232,car,53.505379,10.09101
13236,car,53.505381,10.090709
13240,car,53.542769,10.152806
13244,car,53.542859,10.152808
13248,car,53.543176,10.150643
13252,car,53.543086,10.150641
13256,car,53.543592,10.152239
13260,car,53.543594,10.152089
13264,car,53.547973,10.083653
13268,car,53.547911,10.083546
13272,car,53.548035,10.08376
13276,car,53.529411,9.808738
13280,car,53.529321,9.808737
13284,car,53.529501,9.80874
13288,car,53.494854,10.206799
13292,car,53.49479,10.206903
13296,car,53.522058,10.014977
13300,car,53.522059,10.014826
13304,car,53.520191,10.001915
13308,car,53.52028,10.001918
13312,car,53.482974,9.991333
13316,car,53.482884,9.991331
13320,car,53.482681,9.991974
13324,car,53.48268,9.992125
13328,car,53.48343,9.99169
13332,car,53.483431,9.99154
13336,car,53.500314,9.991406
13340,car,53.500312,9.991557
13344,car,53.50057,9.99194
13348,car,53.50066,9.991942
13352,car,53.501023,9.991513
13356,car,53.501024,9.991362
13360,car,53.500687,9.990842
13364,car,53.500597,9.99084
13368,car,53.486496,10.216359
13372,car,53.48656,10.216255
13376,car,53.485956,10.216373
13380,car,53.485895,10.216266
13384,car,53.486432,10.216462
13388,car,53.486018,10.216481
13392,car,53.475184,9.99635
13396,car,53.475122,9.996243
13400,car,53.444168,9.952743
13404,car,53.444231,9.952639
13408,car,53.444104,9.952847
13412,car,53.444433,9.955565
13416,car,53.444431,9.955715
13420,car,53.558744,9.962623
13424,car,53.558806,9.96273
13428,car,53.653365,10.105737
13432,car,53.553615,10.067056
13436,car,53.553704,10.067059
13440,car,53.553525,10.067054
13444,car,53.584915,10.120144
13448,car,53.584825,10.120141
13452,car,53.585746,10.119682
13456,car,53.58581,10.119578
13460,car,53.585004,10.120146
13464,car,53.592061,10.108517
13468,car,53.592125,10.108413
13472,car,53.591997,10.108621
13476,car,53.611679,10.001042
13480,car,53.611617,10.000935
13484,car,53.585095,10.118184
13488,car,53.585031,10.118289
13492,car,53.585159,10.11808
13496,car,53.575927,10.103489
13500,car,53.575929,10.103338
13504,car,53.558701,10.025109
13508,car,53.558611,10.025106
13512,car,53.55927,10.026904
13516,car,53.559333,10.0268
13520,car,53.55945,10.025746
13524,car,53.559452,10.025595
13528,car,53.558791,10.025111
13532,car,53.558378,10.026007
13536,car,53.558377,10.026158
13540,car,53.573217,9.930648
13544,car,53.617003,9.90715
13548,car,53.560842,9.822382
13552,car,53.546751,9.890841
13556,car,53.550393,9.935415
13560,car,53.584035,9.933559
13564,car,53.584034,9.93371
13568,car,53.582738,9.933863
13572,car,53.582737,9.934014
13576,car,53.584036,9.933408
13580,car,53.580266,10.058106
13584,car,53.580356,10.058108
13588,car,53.579905,10.056239
13592,car,53.579815,10.056237
13596,car,53.579579,10.057484
13600,car,53.579578,10.057635
13604,car,53.575478,10.036177
13608,car,53.575542,10.036073
13612,car,53.574344,10.034262
13616,car,53.574408,10.034157
13620,car,53.57428,10.034366
13624,car,53.575917,10.03424
13628,car,53.608274,10.047046
13632,car,53.608184,10.047044
13636,car,53.608364,10.047049
13644,car,53.580583,10.056784
13648,car,53.546205,9.968103
13652,car,53.457184,9.979361
13656,car,53.457248,9.979257
13660,car,53.575926,10.10364
13664,car,53.563026,9.976565
13668,car,53.629821,10.026181
13672,car,53.629822,10.02603
13676,car,53.607427,10.115872
13680,car,53.607337,10.11587
13684,car,53.593905,10.110318
13688,car,53.593969,10.110214
13692,car,53.607143,10.117376
13696,car,53.607205,10.117484
13700,car,53.607985,10.116749
13704,car,53.607987,10.116598
13708,car,53.573584,9.838457
13712,car,53.573494,9.838455
13716,car,53.573148,9.836575
13720,car,53.573212,9.836471
13724,car,53.574134,9.835613
13728,car,53.574045,9.835611
13732,car,53.573674,9.838458
13736,car,53.57455,9.837902
13740,car,53.574614,9.837797
13744,car,53.573084,9.83668
13748,car,53.574056,10.057905
13752,car,53.573992,10.058009
13756,car,53.583613,10.054654
13760,car,53.514189,9.80127
13764,car,53.514279,9.801272
13768,car,53.514099,9.801268
13772,car,53.486214,10.213984
13776,car,53.486304,10.213987
13780,car,53.486125,10.213982
13784,car,53.620805,9.90829
13788,car,53.620804,9.908441
13792,car,53.606193,10.039332
13796,car,53.606194,10.039181
13800,car,53.606191,10.039483
13804,car,53.618709,10.081563
13808,car,53.618619,10.081561
13812,car,53.618484,10.079607
13816,car,53.61842,10.079711
13820,car,53.61963,10.081027
13824,car,53.619694,10.080923
13828,car,53.618798,10.081566
13832,car,53.598712,10.03123
13836,car,53.600057,10.027394
13840,car,53.60122,10.034359
13844,car,53.510492,10.090221
13848,car,53.510493,10.090071
13852,car,53.511702,10.088639
13856,car,53.51164,10.088532
13860,car,53.511764,10.088746
13864,car,53.513252,10.091182
13868,car,53.513315,10.091078
13872,car,53.51049,10.090372
13876,car,53.548362,10.107873
13880,car,53.547610748,10.106623709
13884,car,53.547225,10.108387
13888,car,53.547287,10.108494
13892,car,53.546865,10.106536
13896,car,53.546801,10.10664
13900,car,53.54793,10.106005
13904,car,53.547868,10.105898
13908,car,53.466687,9.807244
13912,car,53.466623,9.807349
13916,car,53.494918,10.206696
13920,car,53.544391,10.083124
13924,car,53.552391,10.035522
13928,car,53.552481,10.035525
13932,car,53.546846,10.084032
13936,car,53.546847,10.083881
13940,car,53.546845,10.084183
13944,car,53.586535,9.969629
13948,car,53.586598,9.969525
13952,car,53.581993,9.979782
13956,car,53.581995,9.979631
13960,car,53.583701,9.984247
13964,car,53.631752,9.927293
13972,car,53.628677,9.931928
13976,car,53.62874,9.932035
13980,car,53.650863,9.907196
13984,car,53.650864,9.907045
13988,car,53.629251,9.929824
13992,car,53.629161,9.929822
13996,car,53.603534,9.963883
14000,car,53.60362,9.963885
14004,car,53.60344,9.963881
14008,car,53.645182,9.90842
14012,car,53.645182,9.908269
14016,car,53.64518,9.908572
14020,car,53.643896,9.928436
14024,car,53.643959,9.928332
14028,car,53.642402,9.92742
14032,car,53.642339,9.927525
14036,car,53.606095,10.167815
14040,car,53.606159,10.167711
14044,car,53.605673,10.167803
14048,car,53.605763,10.167806
14052,car,53.451528,9.979577
14056,car,53.451618,9.97958
14060,car,53.451438,9.979575
